ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
AA5DFU,Automart,Tennessee,i20,Hyundai,Hatchback,Black,Automatic,4,5,Electric,2023,7600,1658,120,2016-03-27,Un Sold,1970-01-01,6099,0,0,Aditya,3,0,Excellent
7B69GZ,Carmix,North Carolina,Yodha,Tata,Truck,Red,Automatic,3,2,Diesel,2019,7600,47348,100,2022-08-30,Sold,2024-08-24,6350,7753,22,Sweta,5,281,Excellent
JP1EY6,Motor,Portland,Yodha,Tata,Truck,Red,Manual,3,2,Electric,2018,9100,92481,100,2023-06-30,Un Sold,1970-01-01,8433,0,0,Shailaja,3,0,Good
29OPET,Carsome,Tennessee,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Diesel,2021,6400,53302,103,2017-10-21,Un Sold,1970-01-01,4515,0,0,Shilpa,2,0,Average
NLF4SL,APE,Portland,Plato,Prazo,Convertible,Red,Automatic,2,2,Diesel,2016,9400,64002,250,2017-02-10,Un Sold,1970-01-01,7971,0,0,Bhavani,3,0,Good
X3WPAN,Carro,Utah,Fortuner,Toyota,SUV,Gray,Manual,8,5,Diesel,2017,8300,62091,200,2016-09-06,Un Sold,1970-01-01,7333,0,0,Shiva,4,0,Average
HRCBGP,Knox,Tennessee,Plato,Prazo,Convertible,Gray,Manual,2,2,Petrol,2015,9400,76460,250,2017-05-04,Un Sold,1970-01-01,7871,0,0,Krishna,4,0,Excellent
MORDGI,Automart,California,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2017,7700,21601,200,2021-10-21,Un Sold,1970-01-01,6816,0,0,Rithvik,2,0,Average
B3NX0H,APE,Madison,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2021,7900,45482,175,2019-04-07,Un Sold,1970-01-01,7052,0,0,Arjuna,3,0,Excellent
FTQEN4,Knox,Detroit,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2018,7600,82559,103,2016-05-23,Sold,2016-12-21,6759,7792,15,Krishna,4,207,Excellent
3UNFZZ,Nufor,Tennessee,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Electric,2018,8100,68967,103,2016-07-03,Un Sold,1970-01-01,6655,0,0,Karan,2,0,Good
I4EJ4P,Carousell,Philadelphia,Creta,Hyundai,Hatchback,White,Manual,5,5,Hybrid,2015,7900,60683,113,2023-11-10,Un Sold,1970-01-01,7398,0,0,Ram,3,0,Excellent
3YI4FP,Trivett,North Carolina,Thar,Mahindra,SUV,White,Automatic,5,3,Diesel,2022,7800,27468,130,2024-06-19,Sold,2024-10-05,5838,5741,-2,Hariom,5,0,Excellent
EN83O1,Motor,Philadelphia,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Petrol,2015,6900,78625,120,2020-06-01,Un Sold,1970-01-01,6190,0,0,Narayan,2,0,Excellent
EVS7X6,Carousell,Tennessee,Scorpio,Mahindra,SUV,White,Manual,5,5,Electric,2020,9400,10128,120,2020-06-14,Un Sold,1970-01-01,8313,0,0,Narayan,1,0,Average
XPOSCT,APE,Oklahoma,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Hybrid,2018,9100,39042,120,2019-11-03,Un Sold,1970-01-01,8118,0,0,Vishwajeet,2,0,Good
84B7KI,Automart,Tennessee,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2024,8500,68673,100,2020-03-02,Sold,2023-11-09,7414,8314,12,Aarush,1,180,Good
RE2BPO,Oto,Columbus,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2018,9200,23059,250,2018-08-17,Sold,2022-12-08,7206,8312,15,Rithvik,3,221,Excellent
7COYSQ,Kamkar,Chicago,Plato,Prazo,Convertible,White,Automatic,2,2,Petrol,2018,9100,68529,250,2022-11-02,Un Sold,1970-01-01,8338,0,0,Swathi,4,0,Good
WGAF30,Carsome,Oklahoma,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2015,8500,2489,120,2019-11-12,Un Sold,1970-01-01,6932,0,0,Shailaja,4,0,Good
B92PGU,Knox,Detroit,Thar,Mahindra,SUV,Gray,Manual,5,3,Electric,2020,9400,3142,130,2019-11-16,Un Sold,1970-01-01,8406,0,0,Hariom,5,0,Excellent
ZCQS6E,Kamkar,Utah,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2019,6500,14483,120,2020-08-07,Un Sold,1970-01-01,5089,0,0,Vihaan,3,0,Excellent
TP4HOD,Nufor,Chicago,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2022,6200,45088,113,2023-04-24,Un Sold,1970-01-01,4458,0,0,Krishna,4,0,Average
B64XAX,Carousell,Detroit,Fortuner,Toyota,SUV,Gray,Automatic,8,5,Petrol,2024,7500,16025,200,2023-04-23,Un Sold,1970-01-01,5678,0,0,Vihaan,1,0,Good
K30YTO,Sobri,North Carolina,Seltos,Kia,Hatchback,Red,Automatic,5,5,Electric,2021,7800,61605,150,2022-03-23,Sold,2022-08-05,6830,8292,21,Pavan,2,292,Poor
8JMZR6,APE,North Carolina,Kags,Renault,SUV,Blue,Manual,7,5,Hybrid,2021,8800,30235,175,2019-02-16,Un Sold,1970-01-01,8258,0,0,Supriya,5,0,Excellent
17FGOZ,Olx,Detroit,Kags,Renault,SUV,Blue,Automatic,7,5,Hybrid,2019,9000,55755,175,2019-08-28,Un Sold,1970-01-01,8170,0,0,Shruthi,2,0,Average
I2YDU5,Marchi,Madison,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Petrol,2016,8300,48761,120,2015-12-31,Un Sold,1970-01-01,7411,0,0,Swathi,2,0,Excellent
7LUJQH,Carsome,Madison,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2023,7100,97875,150,2023-10-01,Sold,2023-05-26,5215,6186,19,Aditya,1,194,Good
KZ1R5D,Skipper,Chicago,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2023,7100,70578,103,2017-07-11,Un Sold,1970-01-01,5277,0,0,Vishwajeet,5,0,Excellent
DKXDN0,Skipper,Portland,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2020,6400,17179,113,2021-04-08,Un Sold,1970-01-01,4969,0,0,Rithvik,2,0,Excellent
0EVWX5,Knox,Tennessee,Etriga,Maruti,Hatchback,Red,Manual,4,5,Electric,2023,7600,99943,103,2023-01-26,Sold,2023-04-14,7098,6063,-15,Krishna,5,0,Good
DOS58L,Carousell,Tennessee,Fortuner,Toyota,SUV,Blue,Manual,8,5,Hybrid,2023,8600,68304,200,2020-06-29,Un Sold,1970-01-01,7048,0,0,Swathi,2,0,Excellent
TLOV9Y,Carmix,Chicago,Hilux,Toyota,Truck,Black,Manual,4,2,Diesel,2018,7700,49792,200,2021-10-01,Un Sold,1970-01-01,6617,0,0,Aditya,5,0,Good
IKF7SG,Motor,Utah,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2017,7700,3500,100,2019-10-19,Un Sold,1970-01-01,5812,0,0,Swathi,2,0,Excellent
HPEEQW,Ahg,North Carolina,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2020,10400,37079,250,2023-04-24,Un Sold,1970-01-01,8720,0,0,Karan,2,0,Good
2CS9QV,Trivett,Philadelphia,i20,Hyundai,Hatchback,White,Manual,4,5,Electric,2015,8400,54828,120,2016-12-17,Un Sold,1970-01-01,7049,0,0,Pavan,5,0,Excellent
G4HML1,Sobri,Oklahoma,Seltos,Kia,Hatchback,Black,Automatic,5,5,Petrol,2024,6000,4669,150,2015-10-24,Un Sold,1970-01-01,4466,0,0,Shailaja,5,0,Excellent
LYZVB2,Oto,Columbus,Yodha,Tata,Truck,Gray,Automatic,3,2,Hybrid,2022,8200,14578,100,2018-09-02,Un Sold,1970-01-01,6540,0,0,Aditya,3,0,Good
SS4KDY,Zupps,Utah,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Petrol,2019,6500,84932,113,2023-03-29,Sold,2023-09-19,4628,6082,31,Preeti,5,291,Average
H3L3G6,Zupps,Madison,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2018,8100,22710,113,2022-09-02,Un Sold,1970-01-01,6643,0,0,Dhruv,3,0,Good
JN951E,Carsome,Utah,Fortuner,Toyota,SUV,Red,Manual,8,5,Electric,2024,9000,66951,200,2016-03-18,Sold,2019-06-27,7397,6363,-14,Vihaan,5,0,Poor
CB08GC,Cars24,Denver,Etriga,Maruti,Hatchback,Red,Manual,4,5,Hybrid,2020,7400,10768,103,2018-07-24,Un Sold,1970-01-01,6374,0,0,Narayan,2,0,Good
K6RWQ5,Carousell,Tucson,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2017,7800,17466,100,2015-07-18,Un Sold,1970-01-01,6307,0,0,Anushka,2,0,Excellent
GN2QNZ,Sobri,Detroit,Swift,Maruti,Sedan,Red,Manual,5,4,Petrol,2015,7400,88406,115,2020-09-17,Un Sold,1970-01-01,6300,0,0,Shilpa,3,0,Good
IRTMEG,Trust,California,Dzire,Maruti,Sedan,Gray,Manual,5,5,Diesel,2016,7400,72397,100,2020-11-08,Un Sold,1970-01-01,6248,0,0,Shilpa,4,0,Good
8MO6TQ,Trivett,California,Hilux,Toyota,Truck,White,Manual,4,2,Electric,2021,8800,23316,200,2022-09-24,Un Sold,1970-01-01,8151,0,0,Sweta,1,0,Good
8ZVVRD,Knox,Philadelphia,Yodha,Tata,Truck,Gray,Automatic,3,2,Diesel,2021,7400,74817,100,2022-09-29,Un Sold,1970-01-01,5883,0,0,Piyush,3,0,Good
AQKVX5,Carmudi,Tucson,Dzire,Maruti,Sedan,Black,Manual,5,5,Electric,2022,8200,76584,100,2024-02-17,Un Sold,1970-01-01,7618,0,0,Bhavani,4,0,Excellent
U6DBQY,Knox,Tennessee,Yodha,Tata,Truck,Red,Manual,3,2,Hybrid,2018,8600,87545,100,2022-04-25,Un Sold,1970-01-01,6834,0,0,Arjuna,2,0,Poor
U6ZYZA,Oto,North Carolina,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Petrol,2019,7000,59041,100,2024-12-05,Un Sold,1970-01-01,5680,0,0,Hariom,2,0,Average
NP2N92,Trivett,New York,Swift,Maruti,Sedan,Black,Manual,5,4,Petrol,2020,6900,66099,115,2016-12-13,Sold,2018-02-05,5539,5713,3,Pavan,3,35,Excellent
VV75V0,Cars24,Philadelphia,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2021,7800,21474,175,2015-11-09,Un Sold,1970-01-01,5992,0,0,Aditya,2,0,Good
PDS7YF,Cars24,Portland,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2023,9100,86798,175,2021-12-06,Sold,2022-09-30,7655,7770,2,Aditya,3,23,Excellent
J54TBL,Nufor,Philadelphia,Fortuner,Toyota,SUV,Black,Automatic,8,5,Petrol,2017,8200,28803,200,2018-09-23,Un Sold,1970-01-01,6228,0,0,Swapna,5,0,Good
P0NZW2,Marchi,California,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2021,7800,61497,130,2023-08-28,Sold,2024-08-16,5892,4895,-17,Hariom,4,0,Good
KTNQ1U,Carmudi,Chicago,Creta,Hyundai,Hatchback,Black,Manual,5,5,Hybrid,2016,7800,62489,113,2016-07-03,Un Sold,1970-01-01,7046,0,0,Supriya,4,0,Good
EF91L2,Motor,North Carolina,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2022,9200,13640,175,2017-07-26,Un Sold,1970-01-01,7986,0,0,Shilpa,1,0,Excellent
PQGTV4,Cars24,Detroit,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2023,6100,2569,113,2022-03-24,Un Sold,1970-01-01,4113,0,0,Sai,4,0,Excellent
0MVBV2,Cars24,San Jose,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2023,7100,21232,100,2017-06-18,Un Sold,1970-01-01,5524,0,0,Arjuna,4,0,Poor
BKODAP,Trust,Oklahoma,Thar,Mahindra,SUV,Black,Automatic,5,3,Hybrid,2021,8800,50325,130,2019-08-29,Un Sold,1970-01-01,7016,0,0,Piyush,4,0,Average
ADO2VF,Motor,Florida,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2015,6900,70715,120,2017-07-26,Un Sold,1970-01-01,5619,0,0,Vishwajeet,3,0,Excellent
LYVUL6,Carmudi,Texas,Swift,Maruti,Sedan,White,Automatic,5,4,Electric,2020,8400,88316,115,2022-07-12,Un Sold,1970-01-01,6830,0,0,Hariom,5,0,Excellent
PE41ZC,Carro,Tucson,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Electric,2022,7700,50986,113,2024-09-05,Un Sold,1970-01-01,6919,0,0,Karan,1,0,Average
V4BGJT,Carsome,Chicago,Swift,Maruti,Sedan,Black,Manual,5,4,Hybrid,2015,8400,7466,115,2024-07-20,Un Sold,1970-01-01,7853,0,0,Rithvik,1,0,Good
94OX7J,Trust,Denver,Hilux,Toyota,Truck,Blue,Automatic,4,2,Electric,2019,9000,18289,200,2023-02-15,Un Sold,1970-01-01,7596,0,0,Shruthi,5,0,Poor
2FHYQN,Carmudi,Texas,Fortuner,Toyota,SUV,Gray,Manual,8,5,Hybrid,2024,8500,35232,200,2021-05-12,Un Sold,1970-01-01,7538,0,0,Swathi,3,0,Average
N8XTHI,Olx,New York,i20,Hyundai,Hatchback,Black,Manual,4,5,Petrol,2020,6400,7448,120,2022-09-08,Un Sold,1970-01-01,4624,0,0,Supriya,1,0,Excellent
F47RZM,Motor,Detroit,Kags,Renault,SUV,Red,Automatic,7,5,Diesel,2020,8000,56927,175,2023-12-30,Un Sold,1970-01-01,7101,0,0,Shilpa,4,0,Average
XSE0GK,Nufor,Chicago,Kags,Renault,SUV,Black,Manual,7,5,Electric,2015,9900,66580,175,2017-04-17,Un Sold,1970-01-01,9255,0,0,Ram,2,0,Good
VZN4Y8,Nufor,Portland,Thar,Mahindra,SUV,White,Automatic,5,3,Electric,2020,9400,74259,130,2015-11-12,Un Sold,1970-01-01,8181,0,0,Vishwajeet,2,0,Poor
DUWKA7,Marchi,Florida,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2015,8400,71774,120,2023-11-20,Un Sold,1970-01-01,7046,0,0,Shilpa,2,0,Average
9VEJVQ,APE,Texas,Swift,Maruti,Sedan,Blue,Manual,5,4,Petrol,2015,7400,39113,115,2020-05-09,Un Sold,1970-01-01,6833,0,0,Krishna,3,0,Good
HPY4J3,APE,San Jose,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2018,7600,88947,113,2024-10-06,Un Sold,1970-01-01,6322,0,0,Aditya,3,0,Excellent
VD5SX8,Oto,North Carolina,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Electric,2017,9700,27316,120,2024-03-20,Un Sold,1970-01-01,8965,0,0,Piyush,3,0,Average
VDVQQM,Ahg,San Jose,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2021,6300,27579,120,2020-07-10,Un Sold,1970-01-01,4943,0,0,Piyush,3,0,Excellent
HIALZ2,Automart,Texas,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2023,7100,85126,103,2023-06-22,Un Sold,1970-01-01,6342,0,0,Ram,4,0,Excellent
IO5SHA,Carro,Portland,Yodha,Tata,Truck,Red,Manual,3,2,Petrol,2022,7200,91575,100,2024-02-18,Un Sold,1970-01-01,6266,0,0,Swathi,1,0,Excellent
0IGEP7,Marchi,San Jose,Kags,Renault,SUV,Black,Manual,7,5,Electric,2021,9300,1404,175,2023-07-23,Un Sold,1970-01-01,7764,0,0,Sweta,4,0,Good
QT2ADY,Ahg,North Carolina,Scorpio,Mahindra,SUV,Blue,Automatic,5,5,Diesel,2018,8200,66727,120,2021-03-07,Un Sold,1970-01-01,6985,0,0,Arjuna,1,0,Poor
FHR95T,Cars24,Madison,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2023,7100,81619,200,2016-02-18,Sold,2020-07-26,5107,5902,16,Shailaja,3,159,Good
KZAABQ,Skipper,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2022,7700,71382,103,2023-06-27,Sold,2023-07-31,6501,5920,-9,Anushka,4,0,Poor
0HRYGG,Trivett,Detroit,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2020,6500,34652,103,2017-03-16,Un Sold,1970-01-01,5262,0,0,Sweta,1,0,Good
VH5Y75,Olx,North Carolina,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2022,6200,14708,120,2024-02-08,Un Sold,1970-01-01,5547,0,0,Anushka,1,0,Excellent
PF5L76,Carmix,Tennessee,Fortuner,Toyota,SUV,White,Automatic,8,5,Electric,2023,9100,78996,200,2022-11-24,Un Sold,1970-01-01,7361,0,0,Narayan,1,0,Excellent
15YA8L,Oto,Denver,Yodha,Tata,Truck,Red,Automatic,3,2,Petrol,2016,7800,11530,100,2023-09-05,Sold,2023-11-24,6996,7643,9,Narayan,2,129,Good
VLRA96,Motor,Philadelphia,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2021,7300,12990,200,2016-06-20,Un Sold,1970-01-01,5337,0,0,Shiva,1,0,Excellent
V9089M,Carmudi,Texas,Swift,Maruti,Sedan,Gray,Manual,5,4,Diesel,2016,7400,41568,115,2020-07-21,Sold,2020-11-11,6102,6043,-1,Aarush,1,0,Good
AYE4MA,Carmix,Madison,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2017,6700,73668,113,2024-07-21,Un Sold,1970-01-01,5019,0,0,Narayan,5,0,Good
BFEB26,Cars24,Denver,Hilux,Toyota,Truck,Black,Automatic,4,2,Petrol,2023,7100,86668,200,2022-05-28,Un Sold,1970-01-01,5932,0,0,Bhavani,2,0,Average
CTKIYD,Motor,Tennessee,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2024,6000,85488,113,2020-09-23,Sold,2022-02-21,4797,6263,31,Karan,3,293,Excellent
JFLF0I,Cars24,North Carolina,Yodha,Tata,Truck,Blue,Automatic,3,2,Petrol,2018,7600,21408,100,2016-08-27,Un Sold,1970-01-01,6751,0,0,Hariom,1,0,Excellent
6DLABK,Knox,New York,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Electric,2017,8200,12525,150,2017-07-13,Un Sold,1970-01-01,7473,0,0,Shiva,2,0,Good
39ZG4X,Skipper,Texas,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2021,6400,66294,103,2021-08-05,Un Sold,1970-01-01,5291,0,0,Krishna,3,0,Excellent
5FMVOS,Skipper,Portland,Hilux,Toyota,Truck,Blue,Automatic,4,2,Hybrid,2017,8700,85826,200,2018-04-25,Un Sold,1970-01-01,7635,0,0,Pavan,1,0,Excellent
5GZBKH,Trust,Denver,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Diesel,2024,7600,58302,120,2021-10-26,Un Sold,1970-01-01,6231,0,0,Shailaja,3,0,Good
3TS1U9,Automart,New York,Dzire,Maruti,Sedan,Red,Manual,5,5,Petrol,2020,6900,37751,100,2021-08-15,Un Sold,1970-01-01,6268,0,0,Sweta,3,0,Excellent
9VUJ01,Olx,Columbus,Swift,Maruti,Sedan,Blue,Automatic,5,4,Petrol,2024,6500,93997,115,2019-08-23,Un Sold,1970-01-01,5652,0,0,Krishna,2,0,Good
7LC9UU,Knox,California,Kags,Renault,SUV,Red,Automatic,7,5,Petrol,2023,7600,14704,175,2023-01-15,Sold,2023-06-04,5929,5491,-7,Vishwajeet,5,0,Average
E5WM69,Olx,Denver,Thar,Mahindra,SUV,Black,Automatic,5,3,Diesel,2020,8000,46821,130,2024-11-29,Sold,2024-11-12,6474,7484,16,Sai,3,202,Good
DJJ2FA,Trivett,New York,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Electric,2016,8300,95887,113,2024-09-09,Un Sold,1970-01-01,7467,0,0,Aarush,2,0,Good
NKS82O,Carmudi,San Jose,Swift,Maruti,Sedan,Blue,Manual,5,4,Diesel,2019,7100,61927,115,2018-07-09,Un Sold,1970-01-01,6158,0,0,Sai,3,0,Excellent
XSKNZT,Oto,New York,Plato,Prazo,Convertible,Blue,Manual,2,2,Diesel,2023,8700,64879,250,2023-07-23,Un Sold,1970-01-01,7671,0,0,Swathi,3,0,Excellent
FKVPDQ,Skipper,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,69650,103,2021-03-10,Un Sold,1970-01-01,4374,0,0,Krishna,3,0,Good
PEOY92,Zupps,Madison,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2021,9300,72031,200,2015-02-17,Un Sold,1970-01-01,7549,0,0,Pavan,4,0,Good
ZLOE0F,APE,Texas,Kags,Renault,SUV,White,Automatic,7,5,Electric,2016,9800,59875,175,2018-02-12,Un Sold,1970-01-01,8309,0,0,Hariom,5,0,Average
FIHV9Q,Motor,Portland,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2020,7900,84602,130,2022-09-10,Un Sold,1970-01-01,6917,0,0,Shruthi,4,0,Excellent
WRS20F,Oto,Tennessee,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2024,8000,7882,100,2023-07-18,Un Sold,1970-01-01,6522,0,0,Swathi,1,0,Excellent
1RQ2I1,Carsome,Tennessee,Dzire,Maruti,Sedan,Gray,Manual,5,5,Hybrid,2019,8000,78043,100,2015-01-29,Un Sold,1970-01-01,7428,0,0,Rithvik,1,0,Good
CNLVFD,Carro,Utah,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Electric,2018,8100,51205,113,2017-01-31,Un Sold,1970-01-01,6962,0,0,Karan,4,0,Excellent
X575S0,Ahg,Chicago,Scorpio,Mahindra,SUV,Red,Manual,5,5,Hybrid,2016,9300,17139,120,2024-11-19,Un Sold,1970-01-01,7824,0,0,Narayan,2,0,Excellent
5R3A4K,Motor,North Carolina,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2024,6100,33362,120,2017-06-03,Un Sold,1970-01-01,5267,0,0,Preeti,1,0,Excellent
AP2CN6,Ahg,California,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Hybrid,2019,7500,61906,103,2018-03-02,Sold,2021-11-12,6581,6041,-8,Piyush,5,0,Excellent
5S8V12,Nufor,Utah,Dzire,Maruti,Sedan,White,Automatic,5,5,Petrol,2019,7000,86516,100,2019-01-23,Un Sold,1970-01-01,5679,0,0,Hariom,2,0,Excellent
6O5GFW,Carmudi,Philadelphia,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2024,7000,25411,100,2020-12-19,Un Sold,1970-01-01,6274,0,0,Dhruv,4,0,Good
X14OE1,Trust,Denver,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2018,6700,61508,113,2015-03-15,Un Sold,1970-01-01,4775,0,0,Supriya,5,0,Excellent
MAKA98,Carmix,Denver,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2016,7800,65838,200,2024-01-10,Sold,2024-06-02,5978,5202,-13,Supriya,5,0,Good
YF0UYB,Carmudi,San Jose,Fortuner,Toyota,SUV,Red,Automatic,8,5,Hybrid,2021,8800,48658,200,2022-05-12,Un Sold,1970-01-01,7513,0,0,Pranav,1,0,Good
8Q042L,Knox,Oklahoma,Swift,Maruti,Sedan,White,Manual,5,4,Electric,2016,8800,43094,115,2022-01-29,Un Sold,1970-01-01,7060,0,0,Sai,1,0,Excellent
ZR85IS,Skipper,Tennessee,Fortuner,Toyota,SUV,Blue,Manual,8,5,Diesel,2017,8300,9689,200,2016-07-10,Sold,2016-03-18,7248,7821,8,Ram,5,115,Good
3QTX7M,Ahg,New York,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2018,9100,42448,250,2016-10-01,Un Sold,1970-01-01,7595,0,0,Vishwajeet,5,0,Good
IGSTMF,Kamkar,Philadelphia,Seltos,Kia,Hatchback,White,Manual,5,5,Petrol,2024,6000,38351,150,2020-10-04,Un Sold,1970-01-01,5330,0,0,Rithvik,5,0,Good
YLQ6XD,Automart,Detroit,Hilux,Toyota,Truck,Gray,Manual,4,2,Electric,2023,8600,51868,200,2016-03-26,Un Sold,1970-01-01,7078,0,0,Karan,1,0,Average
UQ4TKR,Carsome,Denver,Creta,Hyundai,Hatchback,Black,Manual,5,5,Petrol,2020,6400,11799,113,2015-12-11,Un Sold,1970-01-01,5360,0,0,Preeti,1,0,Poor
6BO7QX,Marchi,Madison,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2022,8200,77309,100,2019-03-18,Un Sold,1970-01-01,6240,0,0,Preeti,1,0,Good
38O8YF,Carousell,Detroit,Plato,Prazo,Convertible,Blue,Automatic,2,2,Diesel,2021,8900,79070,250,2015-04-13,Un Sold,1970-01-01,7051,0,0,Vihaan,3,0,Good
JGEKL2,Automart,Utah,Hilux,Toyota,Truck,Gray,Manual,4,2,Hybrid,2018,8600,98180,200,2017-02-14,Sold,2023-11-29,7566,6830,-10,Ram,4,0,Good
T99WQH,Cars24,Chicago,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2020,6400,8764,113,2018-05-18,Un Sold,1970-01-01,5587,0,0,Vishwajeet,1,0,Excellent
D5XYP6,Carro,Philadelphia,Yodha,Tata,Truck,Gray,Manual,3,2,Diesel,2020,7500,9374,100,2019-04-07,Un Sold,1970-01-01,6694,0,0,Preeti,4,0,Poor
0RNX3L,Marchi,San Jose,Fortuner,Toyota,SUV,Blue,Manual,8,5,Hybrid,2018,9100,21268,200,2024-08-03,Un Sold,1970-01-01,7893,0,0,Shilpa,1,0,Good
RJPJ86,Carmudi,Madison,Yodha,Tata,Truck,Black,Manual,3,2,Petrol,2019,7500,39717,100,2018-02-05,Un Sold,1970-01-01,5509,0,0,Shailaja,1,0,Good
APUBJD,Automart,Philadelphia,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2017,8700,11742,100,2018-08-03,Un Sold,1970-01-01,6830,0,0,Bhavani,3,0,Good
7OHLML,Marchi,Utah,Thar,Mahindra,SUV,Red,Manual,5,3,Petrol,2023,7600,13557,130,2023-06-24,Un Sold,1970-01-01,6065,0,0,Sai,5,0,Good
CHOABR,Knox,San Jose,Hilux,Toyota,Truck,Blue,Automatic,4,2,Diesel,2023,7200,90474,200,2018-09-12,Un Sold,1970-01-01,5342,0,0,Bhavani,2,0,Average
MPXL64,Skipper,Detroit,Kags,Renault,SUV,Blue,Manual,7,5,Electric,2018,9600,7138,175,2016-05-30,Sold,2024-12-23,8714,8589,-1,Pavan,5,0,Excellent
89L3ZE,APE,Detroit,i20,Hyundai,Hatchback,Red,Manual,4,5,Petrol,2023,6100,79168,120,2017-11-04,Un Sold,1970-01-01,4616,0,0,Arjuna,1,0,Good
3XW5UX,Carousell,Madison,Plato,Prazo,Convertible,White,Automatic,2,2,Hybrid,2019,10000,15726,250,2021-05-02,Sold,2021-10-23,8095,7540,-7,Dhruv,4,0,Average
ZCDAKN,Sobri,Denver,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2021,7900,62069,130,2024-08-19,Un Sold,1970-01-01,6355,0,0,Pavan,3,0,Poor
00AQJ0,Kamkar,Madison,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Hybrid,2020,7400,53743,120,2018-11-22,Un Sold,1970-01-01,6597,0,0,Aditya,1,0,Poor
UJ3HWD,Trust,Chicago,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2020,8900,54093,175,2016-05-18,Un Sold,1970-01-01,7383,0,0,Shiva,1,0,Good
